"","name","date","region","admissions","deaths"
"48","Unvaccinated","2020-12-13","north_west",170,49
"49","Unvaccinated","2020-12-13","south_east",187,55
"50","Unvaccinated","2020-12-13","south_west",83,21
"51","Unvaccinated","2020-12-14","east_of_england",190,37
"52","Unvaccinated","2020-12-14","england",1489,388
"53","Unvaccinated","2020-12-14","london",305,39
"54","Unvaccinated","2020-12-14","midlands",256,99
"55","Unvaccinated","2020-12-14","north_east_and_yorkshire",228,72
"56","Unvaccinated","2020-12-14","north_west",169,54
"57","Unvaccinated","2020-12-14","south_east",257,61
"58","Unvaccinated","2020-12-14","south_west",84,26
"59","Dose 1","2020-12-15","east_of_england",1,0
"60","Unvaccinated","2020-12-15","east_of_england",181,41
"61","Dose 1","2020-12-15","england",3,0
"62","Unvaccinated","2020-12-15","england",1338,373
"63","Unvaccinated","2020-12-15","london",296,49
"64","Unvaccinated","2020-12-15","midlands",254,90
"65","Unvaccinated","2020-12-15","north_east_and_yorkshire",173,60
"66","Unvaccinated","2020-12-15","north_west",158,42
"67","Dose 1","2020-12-15","south_east",1,0
"68","Unvaccinated","2020-12-15","south_east",205,62
"69","Dose 1","2020-12-15","south_west",1,0
"70","Unvaccinated","2020-12-15","south_west",71,29
"71","Dose 1","2020-12-16","east_of_england",1,0
"72","Unvaccinated","2020-12-16","east_of_england",178,39
"73","Dose 1","2020-12-16","england",2,0
"74","Unvaccinated","2020-12-16","england",1519,337
"75","Unvaccinated","2020-12-16","london",327,30
"76","Unvaccinated","2020-12-16","midlands",275,85
"77","Unvaccinated","2020-12-16","north_east_and_yorkshire",193,46
"78","Unvaccinated","2020-12-16","north_west",176,48
"79","Dose 1","2020-12-16","south_east",1,0
"80","Unvaccinated","2020-12-16","south_east",276,69
"81","Unvaccinated","2020-12-16","south_west",94,20
"82","Dose 1","2020-12-17","east_of_england",1,0
"83","Unvaccinated","2020-12-17","east_of_england",188,42
"84","Dose 1","2020-12-17","england",6,0
"85","Unvaccinated","2020-12-17","england",1357,416
"86","Unvaccinated","2020-12-17","london",286,60
"87","Dose 1","2020-12-17","midlands",2,0
"88","Unvaccinated","2020-12-17","midlands",242,104
"89","Dose 1","2020-12-17","north_east_and_yorkshire",1,0
"90","Unvaccinated","2020-12-17","north_east_and_yorkshire",186,69
"91","Dose 1","2020-12-17","north_west",1,0
"92","Unvaccinated","2020-12-17","north_west",143,35
"93","Dose 1","2020-12-17","south_east",1,0
"94","Unvaccinated","2020-12-17","south_east",232,74
"95","Unvaccinated","2020-12-17","south_west",80,32
"96","Dose 1","2020-12-18","east_of_england",1,0
"97","Unvaccinated","2020-12-18","east_of_england",202,55
"98","Dose 1","2020-12-18","england",4,0
"99","Unvaccinated","2020-12-18","england",1490,407
"100","Dose 1","2020-12-18","london",1,0
"101","Unvaccinated","2020-12-18","london",358,47
"102","Dose 1","2020-12-18","midlands",1,0
"103","Unvaccinated","2020-12-18","midlands",236,115
"104","Unvaccinated","2020-12-18","north_east_and_yorkshire",174,73
"105","Unvaccinated","2020-12-18","north_west",184,51
"106","Unvaccinated","2020-12-18","south_east",278,50
"107","Dose 1","2020-12-18","south_west",1,0
"108","Unvaccinated","2020-12-18","south_west",58,16
"109","Dose 1","2020-12-19","east_of_england",2,0
"110","Unvaccinated","2020-12-19","east_of_england",219,60
"111","Dose 1","2020-12-19","england",6,0
"112","Unvaccinated","2020-12-19","england",1414,396
"113","Dose 1","2020-12-19","london",2,0
"114","Unvaccinated","2020-12-19","london",354,56
"115","Unvaccinated","2020-12-19","midlands",222,79
"116","Unvaccinated","2020-12-19","north_east_and_yorkshire",153,60
"117","Dose 1","2020-12-19","north_west",1,0
"118","Unvaccinated","2020-12-19","north_west",150,47
"119","Dose 1","2020-12-19","south_east",1,0
"120","Unvaccinated","2020-12-19","south_east",258,67
"121","Unvaccinated","2020-12-19","south_west",58,27
"122","Dose 1","2020-12-20","east_of_england",2,0
"123","Unvaccinated","2020-12-20","east_of_england",220,57
"124","Dose 1","2020-12-20","england",14,0
"125","Unvaccinated","2020-12-20","england",1594,405
"126","Dose 1","2020-12-20","london",5,0
"127","Unvaccinated","2020-12-20","london",395,56
"128","Dose 1","2020-12-20","midlands",2,0
"129","Unvaccinated","2020-12-20","midlands",249,91
"130","Dose 1","2020-12-20","north_east_and_yorkshire",2,0
"131","Unvaccinated","2020-12-20","north_east_and_yorkshire",194,62
"132","Unvaccinated","2020-12-20","north_west",184,44
"133","Dose 1","2020-12-20","south_east",3,0
"134","Unvaccinated","2020-12-20","south_east",271,76
"135","Unvaccinated","2020-12-20","south_west",81,19
"136","Dose 1","2020-12-21","east_of_england",2,1
"137","Unvaccinated","2020-12-21","east_of_england",246,74
"138","Dose 1","2020-12-21","england",12,3
"139","Unvaccinated","2020-12-21","england",1640,472
"140","Dose 1","2020-12-21","london",4,2
"141","Unvaccinated","2020-12-21","london",426,59
"142","Unvaccinated","2020-12-21","midlands",260,99
"143","Dose 1","2020-12-21","north_east_and_yorkshire",2,0
"144","Unvaccinated","2020-12-21","north_east_and_yorkshire",182,59
"145","Unvaccinated","2020-12-21","north_west",168,53
"146","Dose 1","2020-12-21","south_east",3,0
"147","Unvaccinated","2020-12-21","south_east",275,102
"148","Dose 1","2020-12-21","south_west",1,0
"149","Unvaccinated","2020-12-21","south_west",83,26
"150","Dose 1","2020-12-22","east_of_england",3,0
"151","Unvaccinated","2020-12-22","east_of_england",267,54
"152","Dose 1","2020-12-22","england",26,0
"153","Unvaccinated","2020-12-22","england",1662,460
"154","Dose 1","2020-12-22","london",8,0
"155","Unvaccinated","2020-12-22","london",452,73
"156","Dose 1","2020-12-22","midlands",3,0
"157","Unvaccinated","2020-12-22","midlands",240,98
"158","Dose 1","2020-12-22","north_east_and_yorkshire",3,0
"159","Unvaccinated","2020-12-22","north_east_and_yorkshire",156,68
"160","Dose 1","2020-12-22","north_west",3,0
"161","Unvaccinated","2020-12-22","north_west",144,50
"162","Dose 1","2020-12-22","south_east",6,0
"163","Unvaccinated","2020-12-22","south_east",316,88
"164","Unvaccinated","2020-12-22","south_west",87,28
"165","Dose 1","2020-12-23","east_of_england",8,0
"166","Unvaccinated","2020-12-23","east_of_england",222,70
"167","Dose 1","2020-12-23","england",37,1
"168","Unvaccinated","2020-12-23","england",1591,451
"169","Dose 1","2020-12-23","london",11,0
"170","Unvaccinated","2020-12-23","london",470,68
"171","Dose 1","2020-12-23","midlands",4,0
"172","Unvaccinated","2020-12-23","midlands",224,76
"173","Dose 1","2020-12-23","north_east_and_yorkshire",6,0
"174","Unvaccinated","2020-12-23","north_east_and_yorkshire",147,69
"175","Dose 1","2020-12-23","north_west",1,0
"176","Unvaccinated","2020-12-23","north_west",159,54
"177","Dose 1","2020-12-23","south_east",6,1
"178","Unvaccinated","2020-12-23","south_east",294,94
"179","Dose 1","2020-12-23","south_west",1,0
"180","Unvaccinated","2020-12-23","south_west",75,20
"181","Dose 1","2020-12-24","east_of_england",3,0
"182","Unvaccinated","2020-12-24","east_of_england",232,70
"183","Dose 1","2020-12-24","england",33,2
"184","Unvaccinated","2020-12-24","england",1457,457
"185","Dose 1","2020-12-24","london",12,0
"186","Unvaccinated","2020-12-24","london",450,69
"187","Dose 1","2020-12-24","midlands",1,0
"188","Unvaccinated","2020-12-24","midlands",204,84
"189","Dose 1","2020-12-24","north_east_and_yorkshire",3,1
"190","Unvaccinated","2020-12-24","north_east_and_yorkshire",139,58
"191","Dose 1","2020-12-24","north_west",5,0
"192","Unvaccinated","2020-12-24","north_west",131,63
"193","Dose 1","2020-12-24","south_east",7,1
"194","Unvaccinated","2020-12-24","south_east",242,88
"195","Dose 1","2020-12-24","south_west",2,0
"196","Unvaccinated","2020-12-24","south_west",59,25
"197","Dose 1","2020-12-25","east_of_england",8,0
"198","Unvaccinated","2020-12-25","east_of_england",219,76
"199","Dose 1","2020-12-25","england",31,3
"200","Unvaccinated","2020-12-25","england",1571,508
"201","Dose 1","2020-12-25","london",10,2
"202","Unvaccinated","2020-12-25","london",478,85
"203","Dose 1","2020-12-25","midlands",2,0
"204","Unvaccinated","2020-12-25","midlands",235,90
"205","Dose 1","2020-12-25","north_east_and_yorkshire",4,0
"206","Unvaccinated","2020-12-25","north_east_and_yorkshire",152,59
"207","Dose 1","2020-12-25","north_west",2,0
"208","Unvaccinated","2020-12-25","north_west",134,57
"209","Dose 1","2020-12-25","south_east",4,1
"210","Unvaccinated","2020-12-25","south_east",277,112
"211","Dose 1","2020-12-25","south_west",1,0
"212","Unvaccinated","2020-12-25","south_west",76,29
"213","Dose 1","2020-12-26","east_of_england",7,0
"214","Unvaccinated","2020-12-26","east_of_england",244,79
"215","Dose 1","2020-12-26","england",51,3
"216","Unvaccinated","2020-12-26","england",1816,532
"217","Dose 1","2020-12-26","london",11,0
"218","Unvaccinated","2020-12-26","london",534,86
"219","Dose 1","2020-12-26","midlands",8,1
"220","Unvaccinated","2020-12-26","midlands",286,105
"221","Dose 1","2020-12-26","north_east_and_yorkshire",6,0
"222","Unvaccinated","2020-12-26","north_east_and_yorkshire",176,75
"223","Dose 1","2020-12-26","north_west",4,1
"224","Unvaccinated","2020-12-26","north_west",193,57
"225","Dose 1","2020-12-26","south_east",9,1
"226","Unvaccinated","2020-12-26","south_east",325,99
"227","Dose 1","2020-12-26","south_west",6,0
"228","Unvaccinated","2020-12-26","south_west",58,31
"229","Dose 1","2020-12-27","east_of_england",8,1
"230","Unvaccinated","2020-12-27","east_of_england",286,67
"231","Dose 1","2020-12-27","england",53,5
"232","Unvaccinated","2020-12-27","england",2030,542
"233","Dose 1","2020-12-27","london",20,2
"234","Unvaccinated","2020-12-27","london",625,107
"235","Dose 1","2020-12-27","midlands",2,0
"236","Unvaccinated","2020-12-27","midlands",278,95
"237","Dose 1","2020-12-27","north_east_and_yorkshire",6,0
"238","Unvaccinated","2020-12-27","north_east_and_yorkshire",180,76
"239","Dose 1","2020-12-27","north_west",4,0
"240","Unvaccinated","2020-12-27","north_west",186,49
"241","Dose 1","2020-12-27","south_east",11,1
"242","Unvaccinated","2020-12-27","south_east",391,121
"243","Dose 1","2020-12-27","south_west",2,1
"244","Unvaccinated","2020-12-27","south_west",84,27
"245","Dose 1","2020-12-28","east_of_england",6,1
"246","Unvaccinated","2020-12-28","east_of_england",376,85
"247","Dose 1","2020-12-28","england",63,5
"248","Unvaccinated","2020-12-28","england",2346,551
"249","Dose 1","2020-12-28","london",12,1
"250","Unvaccinated","2020-12-28","london",698,104
"251","Dose 1","2020-12-28","midlands",8,0
"252","Unvaccinated","2020-12-28","midlands",369,73
"253","Dose 1","2020-12-28","north_east_and_yorkshire",8,0
"254","Unvaccinated","2020-12-28","north_east_and_yorkshire",213,84
"255","Dose 1","2020-12-28","north_west",6,1
"256","Unvaccinated","2020-12-28","north_west",187,65
"257","Dose 1","2020-12-28","south_east",18,2
"258","Unvaccinated","2020-12-28","south_east",390,109
"259","Dose 1","2020-12-28","south_west",5,0
"260","Unvaccinated","2020-12-28","south_west",113,31
"261","Dose 1","2020-12-29","east_of_england",14,0
"262","Unvaccinated","2020-12-29","east_of_england",362,83
"263","Dose 1","2020-12-29","england",91,3
"264","Unvaccinated","2020-12-29","england",2279,545
"265","Dose 1","2020-12-29","london",19,0
"266","Unvaccinated","2020-12-29","london",658,115
"267","Dose 1","2020-12-29","midlands",18,0
"268","Unvaccinated","2020-12-29","midlands",358,90
"269","Dose 1","2020-12-29","north_east_and_yorkshire",16,2
"270","Unvaccinated","2020-12-29","north_east_and_yorkshire",206,66
"271","Dose 1","2020-12-29","north_west",2,0
"272","Unvaccinated","2020-12-29","north_west",214,59
"273","Dose 1","2020-12-29","south_east",19,0
"274","Unvaccinated","2020-12-29","south_east",390,105
"275","Dose 1","2020-12-29","south_west",3,1
"276","Unvaccinated","2020-12-29","south_west",91,27
"277","Dose 1","2020-12-30","east_of_england",11,1
"278","Unvaccinated","2020-12-30","east_of_england",302,99
"279","Dose 1","2020-12-30","england",70,12
"280","Unvaccinated","2020-12-30","england",2290,585
"281","Dose 1","2020-12-30","london",15,5
"282","Unvaccinated","2020-12-30","london",645,122
"283","Dose 1","2020-12-30","midlands",11,1
"284","Unvaccinated","2020-12-30","midlands",371,121
"285","Dose 1","2020-12-30","north_east_and_yorkshire",6,0
"286","Unvaccinated","2020-12-30","north_east_and_yorkshire",218,45
"287","Dose 1","2020-12-30","north_west",9,2
"288","Unvaccinated","2020-12-30","north_west",213,51
"289","Dose 1","2020-12-30","south_east",15,3
"290","Unvaccinated","2020-12-30","south_east",414,125
"291","Dose 1","2020-12-30","south_west",3,0
"292","Unvaccinated","2020-12-30","south_west",127,22
"293","Dose 1","2020-12-31","east_of_england",7,0
"294","Unvaccinated","2020-12-31","east_of_england",282,97
"295","Dose 1","2020-12-31","england",86,10
"296","Unvaccinated","2020-12-31","england",2141,593
"297","Dose 1","2020-12-31","london",24,4
"298","Unvaccinated","2020-12-31","london",593,124
"299","Dose 1","2020-12-31","midlands",8,2
"300","Unvaccinated","2020-12-31","midlands",343,102
"301","Dose 1","2020-12-31","north_east_and_yorkshire",11,0
"302","Unvaccinated","2020-12-31","north_east_and_yorkshire",212,53
"303","Dose 1","2020-12-31","north_west",8,0
"304","Unvaccinated","2020-12-31","north_west",201,69
"305","Dose 1","2020-12-31","south_east",24,3
"306","Unvaccinated","2020-12-31","south_east",394,120
"307","Dose 1","2020-12-31","south_west",4,1
"308","Unvaccinated","2020-12-31","south_west",116,27
"309","Dose 1","2021-01-01","east_of_england",25,2
"310","Unvaccinated","2021-01-01","east_of_england",348,97
"311","Dose 1","2021-01-01","england",106,10
"312","Unvaccinated","2021-01-01","england",2381,584
"313","Dose 1","2021-01-01","london",18,3
"314","Unvaccinated","2021-01-01","london",641,131
"315","Dose 1","2021-01-01","midlands",15,1
"316","Unvaccinated","2021-01-01","midlands",399,96
"317","Dose 1","2021-01-01","north_east_and_yorkshire",14,1
"318","Unvaccinated","2021-01-01","north_east_and_yorkshire",227,83
"319","Dose 1","2021-01-01","north_west",9,0
"320","Unvaccinated","2021-01-01","north_west",202,48
"321","Dose 1","2021-01-01","south_east",18,2
"322","Unvaccinated","2021-01-01","south_east",442,97
"323","Dose 1","2021-01-01","south_west",7,1
"324","Unvaccinated","2021-01-01","south_west",122,32
"325","Dose 1","2021-01-02","east_of_england",16,3
"326","Unvaccinated","2021-01-02","east_of_england",350,79
"327","Dose 1","2021-01-02","england",104,12
"328","Unvaccinated","2021-01-02","england",2411,609
"329","Dose 1","2021-01-02","london",20,4
"330","Unvaccinated","2021-01-02","london",686,140
"331","Dose 1","2021-01-02","midlands",13,0
"332","Unvaccinated","2021-01-02","midlands",396,105
"333","Dose 1","2021-01-02","north_east_and_yorkshire",24,3
"334","Unvaccinated","2021-01-02","north_east_and_yorkshire",224,70
"335","Dose 1","2021-01-02","north_west",9,0
"336","Unvaccinated","2021-01-02","north_west",220,53
"337","Dose 1","2021-01-02","south_east",18,2
"338","Unvaccinated","2021-01-02","south_east",427,126
"339","Dose 1","2021-01-02","south_west",4,0
"340","Unvaccinated","2021-01-02","south_west",108,36
"341","Dose 1","2021-01-03","east_of_england",27,4
"342","Unvaccinated","2021-01-03","east_of_england",402,106
"343","Dose 1","2021-01-03","england",139,21
"344","Unvaccinated","2021-01-03","england",2643,590
"345","Dose 1","2021-01-03","london",27,8
"346","Unvaccinated","2021-01-03","london",708,124
"347","Dose 1","2021-01-03","midlands",23,1
"348","Unvaccinated","2021-01-03","midlands",418,85
"349","Dose 1","2021-01-03","north_east_and_yorkshire",11,4
"350","Unvaccinated","2021-01-03","north_east_and_yorkshire",252,58
"351","Dose 1","2021-01-03","north_west",11,0
"352","Unvaccinated","2021-01-03","north_west",275,65
"353","Dose 1","2021-01-03","south_east",27,3
"354","Unvaccinated","2021-01-03","south_east",458,118
"355","Dose 1","2021-01-03","south_west",13,1
"356","Unvaccinated","2021-01-03","south_west",130,34
"357","Dose 1","2021-01-04","east_of_england",19,3
"358","Unvaccinated","2021-01-04","east_of_england",411,115
"359","Dose 1","2021-01-04","england",114,27
"360","Unvaccinated","2021-01-04","england",2724,679
"361","Dose 1","2021-01-04","london",27,3
"362","Unvaccinated","2021-01-04","london",700,152
"363","Dose 1","2021-01-04","midlands",15,3
"364","Unvaccinated","2021-01-04","midlands",450,117
"365","Dose 1","2021-01-04","north_east_and_yorkshire",15,2
"366","Unvaccinated","2021-01-04","north_east_and_yorkshire",232,68
"367","Dose 1","2021-01-04","north_west",10,2
"368","Unvaccinated","2021-01-04","north_west",287,49
"369","Dose 1","2021-01-04","south_east",24,8
"370","Unvaccinated","2021-01-04","south_east",511,137
"371","Dose 1","2021-01-04","south_west",4,4
"372","Unvaccinated","2021-01-04","south_west",133,41
"373","Dose 1","2021-01-05","east_of_england",17,7
"374","Unvaccinated","2021-01-05","east_of_england",408,120
"375","Dose 1","2021-01-05","england",115,34
"376","Unvaccinated","2021-01-05","england",2778,722
"377","Dose 1","2021-01-05","london",29,7
"378","Unvaccinated","2021-01-05","london",657,159
"379","Dose 1","2021-01-05","midlands",24,2
"380","Unvaccinated","2021-01-05","midlands",468,132
"381","Dose 1","2021-01-05","north_east_and_yorkshire",8,4
"382","Unvaccinated","2021-01-05","north_east_and_yorkshire",303,85
"383","Dose 1","2021-01-05","north_west",9,2
"384","Unvaccinated","2021-01-05","north_west",285,57
"385","Dose 1","2021-01-05","south_east",17,11
"386","Unvaccinated","2021-01-05","south_east",503,129
"387","Dose 1","2021-01-05","south_west",11,1
"388","Unvaccinated","2021-01-05","south_west",154,40
"389","Dose 1","2021-01-06","east_of_england",17,4
"390","Unvaccinated","2021-01-06","east_of_england",420,107
"391","Dose 1","2021-01-06","england",118,28
"392","Unvaccinated","2021-01-06","england",2945,747
"393","Dose 1","2021-01-06","london",32,5
"394","Unvaccinated","2021-01-06","london",780,157
"395","Dose 1","2021-01-06","midlands",20,2
"396","Unvaccinated","2021-01-06","midlands",492,131
"397","Dose 1","2021-01-06","north_east_and_yorkshire",13,6
"398","Unvaccinated","2021-01-06","north_east_and_yorkshire",279,76
"399","Dose 1","2021-01-06","north_west",15,0
"400","Unvaccinated","2021-01-06","north_west",295,80
"401","Dose 1","2021-01-06","south_east",17,8
"402","Unvaccinated","2021-01-06","south_east",520,161
"403","Dose 1","2021-01-06","south_west",4,3
"404","Unvaccinated","2021-01-06","south_west",159,35
"405","Dose 1","2021-01-07","east_of_england",15,7
"406","Unvaccinated","2021-01-07","east_of_england",397,132
"407","Dose 1","2021-01-07","england",113,42
"408","Unvaccinated","2021-01-07","england",2881,779
"409","Dose 1","2021-01-07","london",21,9
"410","Unvaccinated","2021-01-07","london",683,164
"411","Dose 1","2021-01-07","midlands",22,7
"412","Unvaccinated","2021-01-07","midlands",519,125
"413","Dose 1","2021-01-07","north_east_and_yorkshire",21,7
"414","Unvaccinated","2021-01-07","north_east_and_yorkshire",307,73
"415","Dose 1","2021-01-07","north_west",6,5
"416","Unvaccinated","2021-01-07","north_west",324,69
"417","Dose 1","2021-01-07","south_east",26,7
"418","Unvaccinated","2021-01-07","south_east",488,168
"419","Dose 1","2021-01-07","south_west",2,0
"420","Unvaccinated","2021-01-07","south_west",163,48
"421","Dose 1","2021-01-08","east_of_england",16,7
"422","Unvaccinated","2021-01-08","east_of_england",349,120
"423","Dose 1","2021-01-08","england",130,38
"424","Unvaccinated","2021-01-08","england",2721,782
"425","Dose 1","2021-01-08","london",28,7
"426","Unvaccinated","2021-01-08","london",633,153
"427","Dose 1","2021-01-08","midlands",23,5
"428","Unvaccinated","2021-01-08","midlands",522,148
"429","Dose 1","2021-01-08","north_east_and_yorkshire",20,5
"430","Unvaccinated","2021-01-08","north_east_and_yorkshire",287,71
"431","Dose 1","2021-01-08","north_west",12,2
"432","Unvaccinated","2021-01-08","north_west",326,76
"433","Dose 1","2021-01-08","south_east",25,8
"434","Unvaccinated","2021-01-08","south_east",439,173
"435","Dose 1","2021-01-08","south_west",6,2
"436","Unvaccinated","2021-01-08","south_west",165,41
"437","Dose 1","2021-01-09","east_of_england",21,9
"438","Dose 2","2021-01-09","east_of_england",1,0
"439","Unvaccinated","2021-01-09","east_of_england",380,155
"440","Dose 1","2021-01-09","england",136,48
"441","Dose 2","2021-01-09","england",1,0
"442","Unvaccinated","2021-01-09","england",2697,820
"443","Dose 1","2021-01-09","london",22,8
"444","Unvaccinated","2021-01-09","london",619,162
"445","Dose 1","2021-01-09","midlands",20,6
"446","Unvaccinated","2021-01-09","midlands",478,165
"447","Dose 1","2021-01-09","north_east_and_yorkshire",25,4
"448","Unvaccinated","2021-01-09","north_east_and_yorkshire",267,72
"449","Dose 1","2021-01-09","north_west",12,2
"450","Unvaccinated","2021-01-09","north_west",312,83
"451","Dose 1","2021-01-09","south_east",30,13
"452","Unvaccinated","2021-01-09","south_east",482,141
"453","Dose 1","2021-01-09","south_west",6,0
"454","Unvaccinated","2021-01-09","south_west",159,42
"455","Dose 1","2021-01-10","east_of_england",19,9
"456","Unvaccinated","2021-01-10","east_of_england",379,177
"457","Dose 1","2021-01-10","england",156,68
"458","Dose 2","2021-01-10","england",1,0
"459","Unvaccinated","2021-01-10","england",2858,859
"460","Dose 1","2021-01-10","london",25,10
"461","Unvaccinated","2021-01-10","london",579,171
"462","Dose 1","2021-01-10","midlands",27,8
"463","Unvaccinated","2021-01-10","midlands",525,146
"464","Dose 1","2021-01-10","north_east_and_yorkshire",24,16
"465","Unvaccinated","2021-01-10","north_east_and_yorkshire",283,79
"466","Dose 1","2021-01-10","north_west",18,4
"467","Unvaccinated","2021-01-10","north_west",400,81
"468","Dose 1","2021-01-10","south_east",33,17
"469","Dose 2","2021-01-10","south_east",1,0
"470","Unvaccinated","2021-01-10","south_east",507,151
"471","Dose 1","2021-01-10","south_west",10,2
"472","Unvaccinated","2021-01-10","south_west",185,54
"473","Dose 1","2021-01-11","east_of_england",22,8
"474","Unvaccinated","2021-01-11","east_of_england",360,146
"475","Dose 1","2021-01-11","england",159,59
"476","Unvaccinated","2021-01-11","england",2856,864
"477","Dose 1","2021-01-11","london",29,11
"478","Unvaccinated","2021-01-11","london",619,168
"479","Dose 1","2021-01-11","midlands",26,6
"480","Unvaccinated","2021-01-11","midlands",571,175
"481","Dose 1","2021-01-11","north_east_and_yorkshire",21,8
"482","Unvaccinated","2021-01-11","north_east_and_yorkshire",349,86
"483","Dose 1","2021-01-11","north_west",13,6
"484","Unvaccinated","2021-01-11","north_west",353,83
"485","Dose 1","2021-01-11","south_east",38,17
"486","Unvaccinated","2021-01-11","south_east",436,159
"487","Dose 1","2021-01-11","south_west",10,3
"488","Unvaccinated","2021-01-11","south_west",168,47
"489","Dose 1","2021-01-12","east_of_england",15,15
"490","Dose 2","2021-01-12","east_of_england",1,0
"491","Unvaccinated","2021-01-12","east_of_england",423,166
"492","Dose 1","2021-01-12","england",165,90
"493","Dose 2","2021-01-12","england",1,0
"494","Unvaccinated","2021-01-12","england",2876,925
"495","Dose 1","2021-01-12","london",28,9
"496","Unvaccinated","2021-01-12","london",613,179
"497","Dose 1","2021-01-12","midlands",25,11
"498","Unvaccinated","2021-01-12","midlands",525,172
"499","Dose 1","2021-01-12","north_east_and_yorkshire",24,17
"500","Unvaccinated","2021-01-12","north_east_and_yorkshire",327,68
"501","Dose 1","2021-01-12","north_west",23,10
"502","Unvaccinated","2021-01-12","north_west",389,71
"503","Dose 1","2021-01-12","south_east",29,23
"504","Unvaccinated","2021-01-12","south_east",400,207
"505","Dose 1","2021-01-12","south_west",21,4
"506","Unvaccinated","2021-01-12","south_west",199,62
"507","Dose 1","2021-01-13","east_of_england",18,9
"508","Dose 2","2021-01-13","east_of_england",2,0
"509","Unvaccinated","2021-01-13","east_of_england",358,165
"510","Dose 1","2021-01-13","england",170,68
"511","Dose 2","2021-01-13","england",6,0
"512","Unvaccinated","2021-01-13","england",2760,965
"513","Dose 1","2021-01-13","london",32,9
"514","Dose 2","2021-01-13","london",4,0
"515","Unvaccinated","2021-01-13","london",627,191
"516","Dose 1","2021-01-13","midlands",34,9
"517","Unvaccinated","2021-01-13","midlands",507,178
"518","Dose 1","2021-01-13","north_east_and_yorkshire",26,5
"519","Unvaccinated","2021-01-13","north_east_and_yorkshire",275,89
"520","Dose 1","2021-01-13","north_west",14,9
"521","Unvaccinated","2021-01-13","north_west",364,99
"522","Dose 1","2021-01-13","south_east",35,17
"523","Unvaccinated","2021-01-13","south_east",438,190
"524","Dose 1","2021-01-13","south_west",11,6
"525","Unvaccinated","2021-01-13","south_west",191,53
"526","Dose 1","2021-01-14","east_of_england",19,15
"527","Dose 2","2021-01-14","east_of_england",1,1
"528","Unvaccinated","2021-01-14","east_of_england",304,150
"529","Dose 1","2021-01-14","england",171,88
"530","Dose 2","2021-01-14","england",14,3
"531","Unvaccinated","2021-01-14","england",2527,917
"532","Dose 1","2021-01-14","london",30,10
"533","Dose 2","2021-01-14","london",3,2
"534","Unvaccinated","2021-01-14","london",560,182
"535","Dose 1","2021-01-14","midlands",32,16
"536","Dose 2","2021-01-14","midlands",3,0
"537","Unvaccinated","2021-01-14","midlands",465,172
"538","Dose 1","2021-01-14","north_east_and_yorkshire",26,10
"539","Dose 2","2021-01-14","north_east_and_yorkshire",2,0
